catch_id,sample_row_id,station_code,start_date,start_time,common_name,fork_length,dead,lifestage,weight,count,run,count_reference,ad_pelvic,adipose_clipped
957115,33974,gate 5,2023-03-22,08:31:00,Chinook Salmon,64,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957116,33974,gate 5,2023-03-22,08:31:00,Chinook Salmon,65,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957117,33974,gate 5,2023-03-22,08:31:00,Chinook Salmon,66,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957118,33974,gate 5,2023-03-22,08:31:00,Chinook Salmon,68,FALSE,not provided,NA,3,fall run,0,FALSE,FALSE
957119,33974,gate 5,2023-03-22,08:31:00,Chinook Salmon,69,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957120,33974,gate 5,2023-03-22,08:31:00,Chinook Salmon,70,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957121,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,65,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957122,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,79,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957123,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,65,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957124,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,77,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957125,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,55,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957126,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,78,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957127,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,130,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957128,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,51,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957129,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,133,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957130,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,87,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957131,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,63,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957132,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,50,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957133,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,64,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957134,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,48,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957135,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,60,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957136,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,53,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957137,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,67,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957138,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,86,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957139,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,76,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957140,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,65,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957141,33975,gate 6,2023-03-22,08:12:00,Sacramento Squawfish,NA,FALSE,not provided,NA,9,not recorded,0,FALSE,FALSE
957142,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,107,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957143,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,118,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957144,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,107,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957145,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,115,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957146,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,101,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957147,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,134,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957148,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,123,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957149,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,90,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957150,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,116,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957151,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,136,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957152,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,116,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957153,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,130,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957154,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,120,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957155,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,137,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957156,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,197,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957157,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,120,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957158,33975,gate 6,2023-03-22,08:12:00,Unknown Lampetra,105,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957159,33975,gate 6,2023-03-22,08:12:00,Sacramento Sucker,52,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957160,33975,gate 6,2023-03-22,08:12:00,Sacramento Sucker,45,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957161,33975,gate 6,2023-03-22,08:12:00,Sacramento Sucker,60,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957162,33975,gate 6,2023-03-22,08:12:00,Sacramento Sucker,85,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957163,33975,gate 6,2023-03-22,08:12:00,Hardhead,57,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957164,33975,gate 6,2023-03-22,08:12:00,Hardhead,61,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957165,33975,gate 6,2023-03-22,08:12:00,Hardhead,58,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957166,33975,gate 6,2023-03-22,08:12:00,Hardhead,136,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957167,33975,gate 6,2023-03-22,08:12:00,Threespine Stickleback,35,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957168,33975,gate 6,2023-03-22,08:12:00,Threespine Stickleback,45,TRUE,not provided,NA,1,not recorded,0,FALSE,FALSE
957169,33975,gate 6,2023-03-22,08:12:00,Riffle Sculpin,104,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957170,33975,gate 6,2023-03-22,08:12:00,Pacific Lamprey,157,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957171,33975,gate 6,2023-03-22,08:12:00,Rainbow Trout,240,FALSE,not provided,NA,1,not recorded,0,FALSE,TRUE
957172,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,65,FALSE,not provided,NA,1,fall run,0,TRUE,TRUE
957173,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,84,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957174,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,83,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957175,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,87,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957176,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,91,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957177,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,79,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957178,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,84,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957179,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,79,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957180,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,75,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957181,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,75,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957182,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,84,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957183,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,87,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957184,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,81,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957185,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,85,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957186,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,74,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957187,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,87,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957188,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,80,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957189,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,65,FALSE,not provided,NA,1,fall run,0,FALSE,TRUE
957190,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,66,FALSE,not provided,NA,1,fall run,0,FALSE,TRUE
957191,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,68,FALSE,not provided,NA,1,fall run,0,FALSE,TRUE
957192,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,73,FALSE,not provided,NA,1,spring run,0,FALSE,TRUE
957193,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,88,FALSE,not provided,NA,1,spring run,0,FALSE,TRUE
957194,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,89,FALSE,not provided,NA,1,spring run,0,FALSE,TRUE
957195,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,93,FALSE,not provided,NA,1,spring run,0,FALSE,TRUE
957196,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,100,FALSE,not provided,NA,1,winter run,0,FALSE,TRUE
957197,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,120,FALSE,not provided,NA,1,winter run,0,FALSE,TRUE
957198,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,37,TRUE,not provided,NA,1,fall run,0,FALSE,FALSE
957199,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,38,TRUE,not provided,NA,1,fall run,0,FALSE,FALSE
957200,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,39,TRUE,not provided,NA,2,fall run,0,FALSE,FALSE
957201,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,40,TRUE,not provided,NA,1,fall run,0,FALSE,FALSE
957202,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,42,TRUE,not provided,NA,1,fall run,0,FALSE,FALSE
957203,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,37,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957204,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,38,FALSE,not provided,NA,3,fall run,0,FALSE,FALSE
957205,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,39,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957206,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,45,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957207,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,46,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957208,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,47,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957209,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,48,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957210,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,50,FALSE,not provided,NA,4,fall run,0,FALSE,FALSE
957211,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,52,FALSE,not provided,NA,5,fall run,0,FALSE,FALSE
957212,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,53,FALSE,not provided,NA,3,fall run,0,FALSE,FALSE
957213,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,54,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957214,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,55,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957215,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,56,FALSE,not provided,NA,3,fall run,0,FALSE,FALSE
957216,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,57,FALSE,not provided,NA,3,fall run,0,FALSE,FALSE
957217,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,58,FALSE,not provided,NA,5,fall run,0,FALSE,FALSE
957218,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,59,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957219,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,60,FALSE,not provided,NA,4,fall run,0,FALSE,FALSE
957220,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,61,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957221,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,62,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957222,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,63,FALSE,not provided,NA,4,fall run,0,FALSE,FALSE
957223,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,65,FALSE,not provided,NA,4,fall run,0,FALSE,FALSE
957224,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,66,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957225,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,67,FALSE,not provided,NA,4,fall run,0,FALSE,FALSE
957226,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,68,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957227,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,69,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957228,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,103,FALSE,not provided,NA,1,winter run,0,FALSE,FALSE
957229,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,150,FALSE,not provided,NA,1,winter run,0,FALSE,FALSE
957488,33975,gate 6,2023-03-22,08:12:00,Chinook Salmon,64,FALSE,not provided,NA,4,fall run,0,FALSE,FALSE
957230,33976,gate 7,2023-03-22,08:53:00,Sacramento Squawfish,128,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957231,33976,gate 7,2023-03-22,08:53:00,Sacramento Squawfish,63,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957232,33976,gate 7,2023-03-22,08:53:00,Sacramento Squawfish,57,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957233,33976,gate 7,2023-03-22,08:53:00,Hardhead,65,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957234,33976,gate 7,2023-03-22,08:53:00,Hardhead,54,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957235,33976,gate 7,2023-03-22,08:53:00,Unknown Lampetra,100,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957236,33976,gate 7,2023-03-22,08:53:00,Unknown Lampetra,115,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957237,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,82,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957238,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,82,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957239,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,85,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957240,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,79,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957241,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,76,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957242,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,63,FALSE,not provided,NA,1,fall run,0,FALSE,TRUE
957243,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,68,FALSE,not provided,NA,1,fall run,0,FALSE,TRUE
957244,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,91,FALSE,not provided,NA,1,spring run,0,FALSE,TRUE
957245,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,46,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957246,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,38,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957247,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,47,FALSE,not provided,NA,3,fall run,0,FALSE,FALSE
957248,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,48,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957249,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,51,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957250,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,53,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957251,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,54,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957252,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,58,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957253,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,60,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957254,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,61,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957255,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,66,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957256,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,70,TRUE,not provided,NA,1,fall run,0,FALSE,FALSE
957257,33976,gate 7,2023-03-22,08:53:00,Chinook Salmon,73,FALSE,not provided,NA,1,spring run,0,FALSE,FALSE
957258,33977,gate 8,2023-03-22,08:23:00,Hardhead,48,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957259,33977,gate 8,2023-03-22,08:23:00,Hardhead,54,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957260,33977,gate 8,2023-03-22,08:23:00,Unknown Lampetra,137,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957261,33977,gate 8,2023-03-22,08:23:00,Unknown Lampetra,105,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957262,33977,gate 8,2023-03-22,08:23:00,Unknown Lampetra,89,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957263,33977,gate 8,2023-03-22,08:23:00,Sacramento Squawfish,57,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957264,33977,gate 8,2023-03-22,08:23:00,Sacramento Squawfish,40,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957265,33977,gate 8,2023-03-22,08:23:00,Sacramento Squawfish,40,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957266,33977,gate 8,2023-03-22,08:23:00,Sacramento Squawfish,70,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957267,33977,gate 8,2023-03-22,08:23:00,Chinook Salmon,78,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957268,33977,gate 8,2023-03-22,08:23:00,Chinook Salmon,85,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957269,33977,gate 8,2023-03-22,08:23:00,Chinook Salmon,37,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957270,33977,gate 8,2023-03-22,08:23:00,Chinook Salmon,38,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957271,33977,gate 8,2023-03-22,08:23:00,Chinook Salmon,50,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957272,33977,gate 8,2023-03-22,08:23:00,Chinook Salmon,62,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957273,33977,gate 8,2023-03-22,08:23:00,Chinook Salmon,63,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957274,33977,gate 8,2023-03-22,08:23:00,Chinook Salmon,65,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957275,33977,gate 8,2023-03-22,08:23:00,Chinook Salmon,75,FALSE,not provided,NA,1,spring run,0,FALSE,TRUE
957276,33978,gate 1,2023-03-19,04:20:00,Sacramento Squawfish,54,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957277,33978,gate 1,2023-03-19,04:20:00,Unknown Lampetra,113,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957278,33978,gate 1,2023-03-19,04:20:00,Prickly Sculpin,80,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957279,33978,gate 1,2023-03-19,04:20:00,Chinook Salmon,86,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957280,33978,gate 1,2023-03-19,04:20:00,Chinook Salmon,46,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957281,33978,gate 1,2023-03-19,04:20:00,Chinook Salmon,60,FALSE,not provided,NA,1,fall run,0,FALSE,TRUE
957282,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,105,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957283,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,95,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957284,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,115,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957285,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,112,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957286,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,120,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957287,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,90,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957288,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,81,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957289,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,125,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957290,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,96,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957291,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,114,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957292,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,128,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957293,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,110,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957294,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,128,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957295,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,122,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957296,33979,gate 5,2023-03-19,04:11:00,Unknown Lampetra,114,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957297,33979,gate 5,2023-03-19,04:11:00,Sacramento Squawfish,58,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957298,33979,gate 5,2023-03-19,04:11:00,Sacramento Squawfish,90,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957299,33979,gate 5,2023-03-19,04:11:00,Sacramento Squawfish,120,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957300,33979,gate 5,2023-03-19,04:11:00,Sacramento Squawfish,96,FALSE,not provided,NA,1,not recorded,0,FALSE,FALSE
957301,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,82,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957302,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,76,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957303,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,54,FALSE,not provided,NA,1,fall run,0,TRUE,TRUE
957304,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,84,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957305,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,80,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957306,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,80,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957307,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,76,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957308,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,92,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957309,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,85,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957310,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,72,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957311,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,83,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957312,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,36,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957313,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,37,FALSE,not provided,NA,2,fall run,0,FALSE,FALSE
957314,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,40,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957315,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,42,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957316,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,44,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957317,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,45,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957318,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,46,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957319,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,62,FALSE,not provided,NA,1,fall run,0,FALSE,FALSE
957320,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,60,FALSE,not provided,NA,1,fall run,0,FALSE,TRUE
957321,33979,gate 5,2023-03-19,04:11:00,Chinook Salmon,88,FALSE,not provided,NA,1,spring run,0,FALSE,TRUE
957322,33980,gate 7,2023-03-19,04:14:00,Channel Catfish,70,TRUE,not provided,NA,1,not recorded,0,FALSE,FALSE
957323,33980,gate 7,2023-03-19,04:14:00,Chinook Salmon,76,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
957324,33980,gate 7,2023-03-19,04:14:00,Chinook Salmon,88,FALSE,not provided,NA,1,spring run,0,TRUE,TRUE
